Name,Matlab Time(in s),Avg Matlab Time,VS Time(in s),Avg VS Time,Total Time(in s),Avg Total Time
Jean-Claude_Juncker_,37.3419,47.1815,4.556,4.66537,41.8979,51.8468
Jean-Claude_Trichet_,35.6549,47.1815,4.624,4.66537,40.2789,51.8468
Jean-David_Levitte_,34.4854,47.1815,4.361,4.66537,38.8464,51.8468
Jean-Francois_Pontal_,36.8605,47.1815,4.411,4.66537,41.2715,51.8468
Jean-Marc_de_La_Sabliere_,41.2212,47.1815,4.712,4.66537,45.9332,51.8468
Jean-Pierre_Raffarin_,41.0997,47.1815,4.297,4.66537,45.3967,51.8468
Jean-Sebastien_Giguere_,36.6607,47.1815,4.315,4.66537,40.9757,51.8468
Jean_Brumley_,37.9889,47.1815,4.222,4.66537,42.2109,51.8468
Jean_Carnahan_,34.2361,47.1815,4.733,4.66537,38.9691,51.8468
Jean_Charest_,40.5854,47.1815,4.804,4.66537,45.3894,51.8468
Jean_Chretien_,37.1465,47.1815,4.484,4.66537,41.6305,51.8468
Jeanne_Moreau_,36.7812,47.1815,4.731,4.66537,41.5122,51.8468
Jeb_Bush_,40.9263,47.1815,4.401,4.66537,45.3273,51.8468
Jeff_Van_Gundy_,35.2771,47.1815,4.696,4.66537,39.9731,51.8468
Jefferson_Perez_,37.1332,47.1815,4.774,4.66537,41.9072,51.8468
Jeffrey_Archer_,39.8732,47.1815,5.094,4.66537,44.9672,51.8468
Jeffrey_Immelt_,35.0439,47.1815,4.667,4.66537,39.7109,51.8468
Jeffrey_Jones_,35.9163,47.1815,4.424,4.66537,40.3403,51.8468
Jeffrey_Scott_Postell_,37.8872,47.1815,4.64,4.66537,42.5272,51.8468
Jelena_Dokic_,39.6058,47.1815,4.723,4.66537,44.3288,51.8468
Jennifer_Aniston_,37.3485,47.1815,4.396,4.66537,41.7445,51.8468
Jennifer_Capriati_,36.4497,47.1815,4.525,4.66537,40.9747,51.8468
Jennifer_Connelly_,35.5356,47.1815,4.989,4.66537,40.5246,51.8468
Jennifer_Garner_,34.1403,47.1815,4.693,4.66537,38.8333,51.8468
Jennifer_Keller_,37.3152,47.1815,4.396,4.66537,41.7112,51.8468
Jennifer_Lopez_,36.9516,47.1815,4.335,4.66537,41.2866,51.8468
Jennifer_Reilly_,34.9845,47.1815,4.581,4.66537,39.5655,51.8468
Jennifer_Rodriguez_,39.1626,47.1815,4.248,4.66537,43.4106,51.8468
Jennifer_Thompson_,35.3738,47.1815,4.612,4.66537,39.9858,51.8468
Jeong_Se-hyun_,37.989,47.1815,4.664,4.66537,42.653,51.8468
Jeremy_Greenstock_,35.9779,47.1815,4.342,4.66537,40.3199,51.8468
Jeremy_Shockey_,35.9196,47.1815,4.398,4.66537,40.3176,51.8468
Jerry_Falwell_,33.945,47.1815,4.704,4.66537,38.649,51.8468
Jerry_Regier_,35.3437,47.1815,4.765,4.66537,40.1087,51.8468
Jerry_Springer_,36.7248,47.1815,4.311,4.66537,41.0358,51.8468
Jesse_Harris_,38.4557,47.1815,4.612,4.66537,43.0677,51.8468
Jesse_Jackson_,37.9626,47.1815,5.332,4.66537,43.2946,51.8468
Jesse_James_Leija_,38.4929,47.1815,4.824,4.66537,43.3169,51.8468
Jesse_Ventura_,38.5047,47.1815,4.441,4.66537,42.9457,51.8468
Jessica_Alba_,39.9085,47.1815,4.712,4.66537,44.6205,51.8468
Jessica_Lange_,36.6043,47.1815,4.612,4.66537,41.2163,51.8468
Jessica_Lynch_,41.2211,47.1815,5.034,4.66537,46.2551,51.8468
Jia_Qinglin_,37.9493,47.1815,4.511,4.66537,42.4603,51.8468
Jiang_Zemin_,42.035,47.1815,4.294,4.66537,46.329,51.8468
Jim_Carrey_,41.5833,47.1815,4.357,4.66537,45.9403,51.8468
Jim_Edmonds_,42.3933,47.1815,4.684,4.66537,47.0773,51.8468
Jim_Furyk_,41.1266,47.1815,4.551,4.66537,45.6776,51.8468
Jim_Hahn_,38.9644,47.1815,4.293,4.66537,43.2574,51.8468
Jim_Harrick_,36.0305,47.1815,4.685,4.66537,40.7155,51.8468
Jim_OBrien_,35.6811,47.1815,4.373,4.66537,40.0541,51.8468
Jim_Tressel_,35.5199,47.1815,4.315,4.66537,39.8349,51.8468
Jimmy_Carter_,37.7885,47.1815,4.649,4.66537,42.4375,51.8468
Jimmy_Kimmel_,36.4394,47.1815,4.554,4.66537,40.9934,51.8468
Jiri_Novak_,35.4268,47.1815,4.686,4.66537,40.1128,51.8468
Jo_Dee_Messina_,39.5111,47.1815,4.276,4.66537,43.7871,51.8468
Joan_Claybrook_,35.1961,47.1815,4.613,4.66537,39.8091,51.8468
Joan_Laporta_,35.3339,47.1815,4.423,4.66537,39.7569,51.8468
Job_Cohen_,40.4773,47.1815,4.33,4.66537,44.8073,51.8468
Jodie_Foster_,39.4882,47.1815,4.643,4.66537,44.1312,51.8468
Joe_Calzaghe_,34.7413,47.1815,4.469,4.66537,39.2103,51.8468
Joe_Dumars_,37.2039,47.1815,4.628,4.66537,41.8319,51.8468
Joe_Gatti_,36.381,47.1815,4.375,4.66537,40.756,51.8468
Joe_Lieberman_,36.4654,47.1815,4.413,4.66537,40.8784,51.8468
Joe_Mantello_,38.5753,47.1815,4.699,4.66537,43.2743,51.8468
Joe_Nichols_,35.3385,47.1815,4.499,4.66537,39.8375,51.8468
Joe_Torre_,34.1843,47.1815,4.339,4.66537,38.5233,51.8468
Joerg_Haider_,38.0919,47.1815,4.331,4.66537,42.4229,51.8468
John_Abizaid_,34.6249,47.1815,4.394,4.66537,39.0189,51.8468
John_Allen_Muhammad_,36.0138,47.1815,4.613,4.66537,40.6268,51.8468
John_Ashcroft_,39.6211,47.1815,4.334,4.66537,43.9551,51.8468
John_Banko_,37.0097,47.1815,4.321,4.66537,41.3307,51.8468
John_Blaney_,42.3514,47.1815,4.702,4.66537,47.0534,51.8468
John_Bolton_,36.8774,47.1815,4.557,4.66537,41.4344,51.8468
John_Brady_,34.9229,47.1815,4.419,4.66537,39.3419,51.8468
John_Cusack_,35.0961,47.1815,4.704,4.66537,39.8001,51.8468
John_Edwards_,34.3862,47.1815,4.437,4.66537,38.8232,51.8468
John_F_Kennedy_Jr_,37.7093,47.1815,4.424,4.66537,42.1333,51.8468
John_Garamendi_,37.1006,47.1815,4.73,4.66537,41.8306,51.8468
John_Howard_,34.6843,47.1815,4.994,4.66537,39.6783,51.8468
John_Jumper_,37.4992,47.1815,4.346,4.66537,41.8452,51.8468
John_Kerry_,36.5625,47.1815,5.417,4.66537,41.9795,51.8468
John_Malkovich_,38.5151,47.1815,4.904,4.66537,43.4191,51.8468
John_Manley_,36.9747,47.1815,4.794,4.66537,41.7687,51.8468
John_Mayer_,38.8435,47.1815,4.815,4.66537,43.6585,51.8468
John_McCain_,39.7244,47.1815,4.348,4.66537,44.0724,51.8468
John_McCallum_,34.8176,47.1815,4.674,4.66537,39.4916,51.8468
John_McCormack_,34.3736,47.1815,4.363,4.66537,38.7366,51.8468
John_McEnroe_,37.1978,47.1815,4.433,4.66537,41.6308,51.8468
John_Negroponte_,34.9665,47.1815,4.707,4.66537,39.6735,51.8468
John_Paul_II_,35.8784,47.1815,4.377,4.66537,40.2554,51.8468
John_Reid_,43.1808,47.1815,4.473,4.66537,47.6538,51.8468
John_Reilly_,38.8104,47.1815,4.674,4.66537,43.4844,51.8468
John_Rigas_,36.5598,47.1815,4.446,4.66537,41.0058,51.8468
John_Rosa_,39.4353,47.1815,4.338,4.66537,43.7733,51.8468
John_Rowland_,35.6548,47.1815,4.658,4.66537,40.3128,51.8468
John_Ruiz_,34.9773,47.1815,4.767,4.66537,39.7443,51.8468
John_Snow_,37.1635,47.1815,4.721,4.66537,41.8845,51.8468
John_Spencer_,37.5754,47.1815,4.954,4.66537,42.5294,51.8468
John_Stallworth_,38.3735,47.1815,4.545,4.66537,42.9185,51.8468
John_Stockton_,38.5639,47.1815,4.682,4.66537,43.2459,51.8468
John_Swofford_,39.247,47.1815,4.812,4.66537,44.059,51.8468
John_Taylor_,36.3739,47.1815,4.62,4.66537,40.9939,51.8468
John_Timoney_,36.5255,47.1815,4.299,4.66537,40.8245,51.8468
John_Travolta_,38.3536,47.1815,4.656,4.66537,43.0096,51.8468
John_Walsh_,35.1403,47.1815,4.722,4.66537,39.8623,51.8468
John_Warner_,37.5087,47.1815,4.635,4.66537,42.1437,51.8468
John_Wolf_,37.8692,47.1815,4.343,4.66537,42.2122,51.8468
Johnny_Carson_,40.783,47.1815,4.737,4.66537,45.52,51.8468
Johnny_Depp_,38.9509,47.1815,4.291,4.66537,43.2419,51.8468
Johnny_Tapia_,36.6338,47.1815,4.34,4.66537,40.9738,51.8468
Johnny_Unitas_,39.4517,47.1815,4.639,4.66537,44.0907,51.8468
Johnson_Panjaitan_,36.1368,47.1815,4.226,4.66537,40.3628,51.8468
Jolanta_Kwasniewski_,34.7325,47.1815,4.694,4.66537,39.4265,51.8468
Jon_Corzine_,37.9225,47.1815,4.757,4.66537,42.6795,51.8468
Jon_Gruden_,37.0196,47.1815,4.583,4.66537,41.6026,51.8468
Jon_Voight_,41.7122,47.1815,4.287,4.66537,45.9992,51.8468
Jonathan_Edwards_,34.5432,47.1815,4.845,4.66537,39.3882,51.8468
Jonathan_Mostow_,36.7253,47.1815,4.932,4.66537,41.6573,51.8468
Jong_Thae_Hwa_,38.348,47.1815,4.32,4.66537,42.668,51.8468
Jong_Wook_Lee_,39.5846,47.1815,4.61,4.66537,44.1946,51.8468
Jorge_Arce_,36.1847,47.1815,4.671,4.66537,40.8557,51.8468
Jorge_Batlle_,37.8277,47.1815,4.604,4.66537,42.4317,51.8468
Jorge_Castaneda_,35.4876,47.1815,5.116,4.66537,40.6036,51.8468
Jorge_Rodolfo_Canicoba_Corral_,34.8411,47.1815,4.345,4.66537,39.1861,51.8468
Jorge_Valdano_,36.2978,47.1815,4.361,4.66537,40.6588,51.8468
Joschka_Fischer_,35.2656,47.1815,4.552,4.66537,39.8176,51.8468
Jose_Canseco_,35.944,47.1815,4.751,4.66537,40.695,51.8468
Jose_Dirceu_,36.1683,47.1815,4.277,4.66537,40.4453,51.8468
Jose_Manuel_Durao_Barroso_,40.9197,47.1815,4.242,4.66537,45.1617,51.8468
Jose_Maria_Aznar_,34.0296,47.1815,4.517,4.66537,38.5466,51.8468
Jose_Mourinho_,38.3809,47.1815,4.182,4.66537,42.5629,51.8468
Jose_Sarney_,34.8242,47.1815,4.52,4.66537,39.3442,51.8468
Jose_Serra_,37.8366,47.1815,4.22,4.66537,42.0566,51.8468
Jose_Theodore_,36.2028,47.1815,4.442,4.66537,40.6448,51.8468
Jose_Viegas_Filho_,38.9419,47.1815,4.614,4.66537,43.5559,51.8468
Joseph_Biden_,36.562,47.1815,4.331,4.66537,40.893,51.8468
Joseph_Blatter_,39.0062,47.1815,4.744,4.66537,43.7502,51.8468
Joseph_Deiss_,35.8305,47.1815,4.498,4.66537,40.3285,51.8468
Joseph_Estrada_,39.7421,47.1815,4.246,4.66537,43.9881,51.8468
Joseph_Ralston_,35.5863,47.1815,4.314,4.66537,39.9003,51.8468
Juan_Carlos_Ferrero_,39.0027,47.1815,5.022,4.66537,44.0247,51.8468
Juan_Ignacio_Chela_,34.6575,47.1815,4.325,4.66537,38.9825,51.8468
Juan_Manuel_Marquez_,35.5577,47.1815,4.294,4.66537,39.8517,51.8468
Juan_Pablo_Montoya_,37.8647,47.1815,4.485,4.66537,42.3497,51.8468
Juan_Valencia_Osorio_,41.8748,47.1815,4.252,4.66537,46.1268,51.8468
Juanes_,35.5095,47.1815,4.211,4.66537,39.7205,51.8468
Jude_Law_,38.0907,47.1815,4.326,4.66537,42.4167,51.8468
Judi_Dench_,35.3459,47.1815,4.476,4.66537,39.8219,51.8468
Judy_Genshaft_,35.1386,47.1815,4.24,4.66537,39.3786,51.8468
Juergen_Peters_,36.1043,47.1815,4.659,4.66537,40.7633,51.8468
Julia_Tymoshenko_,37.4854,47.1815,4.579,4.66537,42.0644,51.8468
Julianna_Margulies_,36.6296,47.1815,4.538,4.66537,41.1676,51.8468
Julianne_Moore_,37.2806,47.1815,4.249,4.66537,41.5296,51.8468
Julie_Gerberding_,36.3486,47.1815,4.705,4.66537,41.0536,51.8468
Julie_Taymor_,36.6563,47.1815,4.887,4.66537,41.5433,51.8468
Julio_Iglesias_Jr_,37.3843,47.1815,4.418,4.66537,41.8023,51.8468
Junichiro_Koizumi_,38.9636,47.1815,4.613,4.66537,43.5766,51.8468
Justin_Gatlin_,36.5641,47.1815,4.368,4.66537,40.9321,51.8468
Justin_Guarini_,37.0673,47.1815,4.574,4.66537,41.6413,51.8468
Justin_Leonard_,35.0806,47.1815,4.218,4.66537,39.2986,51.8468
Justin_Timberlake_,37.2133,47.1815,4.551,4.66537,41.7643,51.8468
Justine_Henin_,44.1433,47.1815,4.555,4.66537,48.6983,51.8468
Justine_Pasek_,38.4965,47.1815,4.358,4.66537,42.8545,51.8468
Kalpana_Chawla_,35.1362,47.1815,4.595,4.66537,39.7312,51.8468
Kamal_Kharrazi_,35.0915,47.1815,4.564,4.66537,39.6555,51.8468
Karen_Mok_,36.0833,47.1815,4.476,4.66537,40.5593,51.8468
Karin_Stoiber_,36.0158,47.1815,5.875,4.66537,41.8908,51.8468
Kate_Capshaw_,37.5645,47.1815,5.074,4.66537,42.6385,51.8468
Kate_Hudson_,35.8457,47.1815,5.068,4.66537,40.9137,51.8468
Kate_Winslet_,37.1354,47.1815,4.357,4.66537,41.4924,51.8468
Katherine_Harris_,37.8824,47.1815,4.452,4.66537,42.3344,51.8468
Kathleen_Glynn_,37.1561,47.1815,4.899,4.66537,42.0551,51.8468
Kathleen_Kennedy_Townsend_,36.0566,47.1815,4.614,4.66537,40.6706,51.8468
Kathryn_Bigelow_,39.0992,47.1815,4.233,4.66537,43.3322,51.8468
Kathy_Winters_,35.037,47.1815,4.676,4.66537,39.713,51.8468
Katie_Harman_,37.9596,47.1815,4.473,4.66537,42.4326,51.8468
Keanu_Reeves_,36.7491,47.1815,4.354,4.66537,41.1031,51.8468
Keira_Knightley_,34.1504,47.1815,5.765,4.66537,39.9154,51.8468
Keith_Bogans_,38.7037,47.1815,4.876,4.66537,43.5797,51.8468
Kelli_White_,35.9721,47.1815,4.36,4.66537,40.3321,51.8468
Kelly_Clarkson_,39.002,47.1815,4.33,4.66537,43.332,51.8468
Kelvin_Sampson_,38.5134,47.1815,4.64,4.66537,43.1534,51.8468
Kemal_Dervis_,35.572,47.1815,4.214,4.66537,39.786,51.8468
Ken_Macha_,38.2302,47.1815,4.344,4.66537,42.5742,51.8468
Ken_Watanabe_,38.575,47.1815,4.463,4.66537,43.038,51.8468
Kenneth_Bowersox_,35.3303,47.1815,4.813,4.66537,40.1433,51.8468
Kenneth_Branagh_,37.3324,47.1815,4.392,4.66537,41.7244,51.8468
Kenneth_Evans_,38.9183,47.1815,4.25,4.66537,43.1683,51.8468
Kent_Rominger_,38.6006,47.1815,4.662,4.66537,43.2626,51.8468
Kevin_Costner_,38.2651,47.1815,4.748,4.66537,43.0131,51.8468
Kevin_Spacey_,38.4174,47.1815,4.331,4.66537,42.7484,51.8468
Kevin_Stallings_,35.7507,47.1815,4.506,4.66537,40.2567,51.8468
Kieran_Prendergast_,35.5728,47.1815,4.711,4.66537,40.2838,51.8468
Kifah_Ajouri_,42.265,47.1815,4.372,4.66537,46.637,51.8468
Kiki_Vandeweghe_,35.8803,47.1815,4.509,4.66537,40.3893,51.8468
Kim_Clijsters_,35.2533,47.1815,4.667,4.66537,39.9203,51.8468
Kim_Dae-jung_,41.9079,47.1815,4.347,4.66537,46.2549,51.8468
Kim_Jin-sun_,36.8909,47.1815,4.424,4.66537,41.3149,51.8468
Kim_Jong-Il_,38.4192,47.1815,4.638,4.66537,43.0572,51.8468
Kim_Ryong-sung_,35.751,47.1815,4.372,4.66537,40.123,51.8468
Kim_Yong-il_,37.9545,47.1815,4.345,4.66537,42.2995,51.8468
Kimi_Raikkonen_,39.0563,47.1815,4.719,4.66537,43.7753,51.8468
King_Abdullah_II_,41.1076,47.1815,4.718,4.66537,45.8256,51.8468
Kirk_Ferentz_,38.5282,47.1815,4.376,4.66537,42.9042,51.8468
Kirk_Johnson_,41.2517,47.1815,4.471,4.66537,45.7227,51.8468
Kjell_Magne_Bondevik_,35.9988,47.1815,4.636,4.66537,40.6348,51.8468
Klaus_Zwickel_,38.2599,47.1815,4.353,4.66537,42.6129,51.8468
Kobe_Bryant_,38.939,47.1815,4.363,4.66537,43.302,51.8468
Kofi_Annan_,36.922,47.1815,4.602,4.66537,41.524,51.8468
Kosuke_Kitajima_,34.5007,47.1815,4.497,4.66537,38.9977,51.8468
Kristanna_Loken_,38.5645,47.1815,4.375,4.66537,42.9395,51.8468
Kristen_Breitweiser_,33.4904,47.1815,4.692,4.66537,38.1824,51.8468
Kristin_Davis_,38.438,47.1815,4.177,4.66537,42.615,51.8468
Kurt_Busch_,39.5753,47.1815,4.622,4.66537,44.1973,51.8468
Kurt_Russell_,36.7119,47.1815,4.311,4.66537,41.0229,51.8468
Kurt_Warner_,35.4112,47.1815,4.95,4.66537,40.3612,51.8468
Kwon_Yang-sook_,36.386,47.1815,5.191,4.66537,41.577,51.8468
LK_Advani_,36.6879,47.1815,4.724,4.66537,41.4119,51.8468
Laila_Ali_,37.0668,47.1815,5.487,4.66537,42.5538,51.8468
Lana_Clarkson_,34.1502,47.1815,5.555,4.66537,39.7052,51.8468
Lance_Armstrong_,35.9804,47.1815,4.708,4.66537,40.6884,51.8468
Lance_Bass_,36.9203,47.1815,4.347,4.66537,41.2673,51.8468
Larry_Bowa_,36.1534,47.1815,4.617,4.66537,40.7704,51.8468
Larry_Brown_,35.4346,47.1815,4.647,4.66537,40.0816,51.8468
Larry_Coker_,36.6655,47.1815,4.361,4.66537,41.0265,51.8468
Larry_Ellison_,38.5656,47.1815,4.293,4.66537,42.8586,51.8468
Larry_Johnson_,37.4852,47.1815,4.405,4.66537,41.8902,51.8468
Larry_Lindsey_,36.201,47.1815,4.677,4.66537,40.878,51.8468
Larry_Lucchino_,38.3803,47.1815,4.391,4.66537,42.7713,51.8468
Larry_Thompson_,36.576,47.1815,4.344,4.66537,40.92,51.8468
Lars_Von_Trier_,35.8546,47.1815,4.691,4.66537,40.5456,51.8468
Latrell_Sprewell_,37.4347,47.1815,4.723,4.66537,42.1577,51.8468
Laura_Bush_,37.3851,47.1815,4.733,4.66537,42.1181,51.8468
Laura_Hernandez_,37.5369,47.1815,4.584,4.66537,42.1209,51.8468
Laura_Linney_,38.533,47.1815,4.66,4.66537,43.193,51.8468
Lauren_Hutton_,35.6266,47.1815,4.475,4.66537,40.1016,51.8468
Lauren_Killian_,34.4985,47.1815,4.586,4.66537,39.0845,51.8468
Laurent_Gbagbo_,37.2765,47.1815,4.641,4.66537,41.9175,51.8468
Laurent_Jalabert_,38.0119,47.1815,4.785,4.66537,42.7969,51.8468
Lawrence_MacAulay_,36.03,47.1815,4.667,4.66537,40.697,51.8468
LeAnn_Rimes_,36.8174,47.1815,4.705,4.66537,41.5224,51.8468
LeBron_James_,35.8777,47.1815,4.349,4.66537,40.2267,51.8468
Lea_Fastow_,36.156,47.1815,4.636,4.66537,40.792,51.8468
Leander_Paes_,34.7769,47.1815,4.746,4.66537,39.5229,51.8468
Lech_Walesa_,36.042,47.1815,4.623,4.66537,40.665,51.8468
Lee_Hoi-chang_,38.85,47.1815,4.681,4.66537,43.531,51.8468
Lee_Jun_,36.3806,47.1815,4.303,4.66537,40.6836,51.8468
Lee_Soo-hyuck_,41.7251,47.1815,4.445,4.66537,46.1701,51.8468
Lee_Tae-sik_,35.9973,47.1815,4.709,4.66537,40.7063,51.8468
Leland_Chapman_,36.3028,47.1815,4.882,4.66537,41.1848,51.8468
Len_Jenoff_,37.8977,47.1815,4.594,4.66537,42.4917,51.8468
Lennox_Lewis_,37.0285,47.1815,4.55,4.66537,41.5785,51.8468
Lenny_Wilkens_,38.1846,47.1815,4.356,4.66537,42.5406,51.8468
Leon_LaPorte_,34.5916,47.1815,4.437,4.66537,39.0286,51.8468
Leonard_Hamilton_,35.5614,47.1815,4.949,4.66537,40.5104,51.8468
Leonardo_DiCaprio_,35.306,47.1815,4.835,4.66537,40.141,51.8468
Leonid_Kuchma_,36.3699,47.1815,4.405,4.66537,40.7749,51.8468
Lesley_McCulloch_,39.6365,47.1815,4.612,4.66537,44.2485,51.8468
Leslie_Ann_Woodward_,36.7667,47.1815,4.709,4.66537,41.4757,51.8468
Leslie_Caldwell_,41.29,47.1815,4.449,4.66537,45.739,51.8468
Leslie_Moonves_,35.1749,47.1815,4.757,4.66537,39.9319,51.8468
Leszek_Miller_,39.058,47.1815,4.672,4.66537,43.73,51.8468
Li_Peng_,40.0636,47.1815,4.687,4.66537,44.7506,51.8468
Li_Zhaoxing_,38.501,47.1815,4.801,4.66537,43.302,51.8468
Liam_Neeson_,36.8779,47.1815,4.681,4.66537,41.5589,51.8468
Lili_Taylor_,38.7571,47.1815,4.329,4.66537,43.0861,51.8468
Lily_Tomlin_,36.2923,47.1815,4.575,4.66537,40.8673,51.8468
Lim_Dong-won_,40.1162,47.1815,4.624,4.66537,44.7402,51.8468
Lina_Krasnoroutskaya_,38.0111,47.1815,4.603,4.66537,42.6141,51.8468
Lindsay_Benko_,40.2736,47.1815,4.722,4.66537,44.9956,51.8468
Lindsay_Davenport_,35.3465,47.1815,4.389,4.66537,39.7355,51.8468
Lindsey_Graham_,34.9946,47.1815,4.605,4.66537,39.5996,51.8468
Lino_Oviedo_,37.9926,47.1815,4.943,4.66537,42.9356,51.8468
Lionel_Richie_,37.4051,47.1815,4.738,4.66537,42.1431,51.8468
Lisa_Gottsegen_,41.8737,47.1815,4.315,4.66537,46.1887,51.8468
Lisa_Ling_,38.4426,47.1815,4.521,4.66537,42.9636,51.8468
Lisa_Marie_Presley_,39.0117,47.1815,4.645,4.66537,43.6567,51.8468
Lisa_Raymond_,37.6708,47.1815,4.85,4.66537,42.5208,51.8468
Liu_Mingkang_,36.027,47.1815,4.669,4.66537,40.696,51.8468
Liza_Minnelli_,37.7434,47.1815,4.367,4.66537,42.1104,51.8468
Lleyton_Hewitt_,41.4934,47.1815,4.47,4.66537,45.9634,51.8468
Lloyd_Ward_,35.7134,47.1815,4.769,4.66537,40.4824,51.8468
Lon_Kruger_,37.6469,47.1815,4.708,4.66537,42.3549,51.8468
Lord_Hutton_,37.8768,47.1815,4.696,4.66537,42.5728,51.8468
Lou_Piniella_,39.1722,47.1815,4.452,4.66537,43.6242,51.8468
Luciano_Pavarotti_,37.4075,47.1815,4.427,4.66537,41.8345,51.8468
Lucio_Gutierrez_,34.5077,47.1815,4.601,4.66537,39.1087,51.8468
Lucy_Liu_,39.6727,47.1815,4.852,4.66537,44.5247,51.8468
Ludivine_Sagnier_,37.9315,47.1815,4.695,4.66537,42.6265,51.8468
Luis_Ernesto_Derbez_Bautista_,39.0403,47.1815,5.102,4.66537,44.1423,51.8468
Luis_Figo_,35.9404,47.1815,5.007,4.66537,40.9474,51.8468
Luis_Gonzalez_Macchi_,34.2323,47.1815,4.778,4.66537,39.0103,51.8468
Luis_Horna_,35.1399,47.1815,4.996,4.66537,40.1359,51.8468
Luiz_Felipe_Scolari_,38.0916,47.1815,4.408,4.66537,42.4996,51.8468
Luiz_Inacio_Lula_da_Silva_,36.6306,47.1815,4.768,4.66537,41.3986,51.8468
Luke_Walton_,37.8542,47.1815,5.294,4.66537,43.1482,51.8468
Lyle_Vanclief_,35.8402,47.1815,4.697,4.66537,40.5372,51.8468
Lynn_Abraham_,35.2689,47.1815,4.471,4.66537,39.7399,51.8468
Lynn_Redgrave_,38.9181,47.1815,4.907,4.66537,43.8251,51.8468
Lynne_Cheney_,38.6064,47.1815,4.415,4.66537,43.0214,51.8468
Mack_Brown_,35.1662,47.1815,4.867,4.66537,40.0332,51.8468
Madeleine_Albright_,33.7071,47.1815,4.504,4.66537,38.2111,51.8468
Madonna_,37.1907,47.1815,4.542,4.66537,41.7327,51.8468
Magdalena_Maleeva_,36.9124,47.1815,5.173,4.66537,42.0854,51.8468
Maggie_Smith_,37.5309,47.1815,4.838,4.66537,42.3689,51.8468
Magui_Serna_,37.795,47.1815,4.463,4.66537,42.258,51.8468
Mahathir_Mohamad_,38.1663,47.1815,4.552,4.66537,42.7183,51.8468
Mahmoud_Abbas_,39.139,47.1815,4.966,4.66537,44.105,51.8468
Makhdoom_Amin_Fahim_,36.3781,47.1815,4.881,4.66537,41.2591,51.8468
Manfred_Stolpe_,35.7268,47.1815,4.784,4.66537,40.5108,51.8468
Manuel_Poggiali_,36.4365,47.1815,4.889,4.66537,41.3255,51.8468
Marat_Safin_,36.8758,47.1815,4.458,4.66537,41.3338,51.8468
Marc-Andre_Fleury_,43.2382,47.1815,4.829,4.66537,48.0672,51.8468
Marc_Grossman_,39.2702,47.1815,4.775,4.66537,44.0452,51.8468
Marcelo_Ebrard_,36.6719,47.1815,4.785,4.66537,41.4569,51.8468
Marcelo_Rios_,37.4014,47.1815,4.856,4.66537,42.2574,51.8468
Marcelo_Salas_,34.0612,47.1815,4.524,4.66537,38.5852,51.8468
Marco_Antonio_Barrera_,39.2296,47.1815,4.845,4.66537,44.0746,51.8468
Marcus_Gronholm_,34.9669,47.1815,4.876,4.66537,39.8429,51.8468
Margaret_Thatcher_,33.8285,47.1815,4.485,4.66537,38.3135,51.8468
Maria_Luisa_Mendonca_,38.1319,47.1815,4.516,4.66537,42.6479,51.8468
Maria_Shriver_,39.8255,47.1815,4.806,4.66537,44.6315,51.8468
Maria_Soledad_Alvear_Valenzuela_,38.5628,47.1815,4.803,4.66537,43.3658,51.8468
Mariah_Carey_,36.2083,47.1815,4.892,4.66537,41.1003,51.8468
Mariana_Pollack_,37.0093,47.1815,4.798,4.66537,41.8073,51.8468
Mariangel_Ruiz_Torrealba_,35.7686,47.1815,4.859,4.66537,40.6276,51.8468
Marie-Reine_Le_Gougne_,34.9833,47.1815,4.829,4.66537,39.8123,51.8468
Marieta_Chrousala_,36.31,47.1815,4.37,4.66537,40.68,51.8468
Marilyn_Monroe_,40.6298,47.1815,4.922,4.66537,45.5518,51.8468
Marina_Anissina_,34.0519,47.1815,4.8,4.66537,38.8519,51.8468
Mario_Cipollini_,40.5211,47.1815,4.492,4.66537,45.0131,51.8468
Mario_Dumont_,37.7488,47.1815,4.566,4.66537,42.3148,51.8468
Mario_Kreutzberger_,40.0317,47.1815,5.121,4.66537,45.1527,51.8468
Marisa_Tomei_,37.3172,47.1815,5.001,4.66537,42.3182,51.8468
Marissa_Jaret_Winokur_,33.9978,47.1815,5.738,4.66537,39.7358,51.8468
Mark_Cuban_,35.4921,47.1815,4.462,4.66537,39.9541,51.8468
Mark_Dacey_,38.3054,47.1815,4.481,4.66537,42.7864,51.8468
Mark_Geragos_,34.2169,47.1815,4.936,4.66537,39.1529,51.8468
Mark_Gottfried_,34.4997,47.1815,5.027,4.66537,39.5267,51.8468
Mark_Hamister_,33.8361,47.1815,4.472,4.66537,38.3081,51.8468
Mark_Heller_,37.0454,47.1815,4.61,4.66537,41.6554,51.8468
Mark_Hurlbert_,39.965,47.1815,4.716,4.66537,44.681,51.8468
Mark_Philippoussis_,35.8477,47.1815,4.784,4.66537,40.6317,51.8468
Mark_Richt_,37.8956,47.1815,4.558,4.66537,42.4536,51.8468
Mark_Schweiker_,34.3274,47.1815,4.589,4.66537,38.9164,51.8468
Mark_Wahlberg_,43.4083,47.1815,4.857,4.66537,48.2653,51.8468
Mark_Warner_,36.1188,47.1815,5.236,4.66537,41.3548,51.8468
Markus_Naslund_,37.091,47.1815,4.902,4.66537,41.9929,51.8468
Marlene_Weingartner_,37.7275,47.1815,4.909,4.66537,42.6365,51.8468
